"gene_id";"logFC";"unshrunk.logFC";"logCPM";"PValue";"FDR";"gene_name"
"ENSG00000106541.12";-1,52944660767993;-1,52948763715104;9,83480917943836;0,0028533327173175;0,539237065695965;"AGR2"
"ENSG00000272205.1";7,15874399416701;28,6406621782496;-0,555475556852875;0,00285518567384934;0,539237065695965;"POU2F1-DT"
"ENSG00000105131.8";-5,40753330184888;-5,57683979413302;0,621260694346714;0,0028987491716858;0,539237065695965;"EPHX3"
"ENSG00000177675.9";3,90687378434191;3,96455853158415;2,52431625125899;0,00293011100398791;0,539237065695965;"CD163L1"
"ENSG00000241288.8";-4,51652033102615;-4,82562775754141;-0,0467490701549017;0,00295794513391227;0,539237065695965;"LINC02614"
"ENSG00000253072.1";5,4337552265591;5,51255801755208;2,92770536170158;0,00296856670508315;0,539237065695965;"ENSG10010135580.1"
"ENSG00000259704.2";-3,53487076899154;-3,55428138185528;2,23513598398797;0,0029741966424158;0,539237065695965;"CTD-3094K11.1"
"ENSG00000162641.20";4,21452175731371;4,26161401085498;2,00656413529387;0,00298891414071296;0,539237065695965;"AKNAD1"
"ENSG00000185989.11";4,07352102835484;4,11732437255311;1,72976695126306;0,00300844853164858;0,539237065695965;"RASA3"
"ENSG00000188505.5";6,83798990311968;7,50557622496843;0,916957412802351;0,00301705229354517;0,539237065695965;"NCCRP1"
"ENSG00000205885.7";-5,79093191790469;-6,00306516491413;1,50784794226583;0,00301718764757538;0,539237065695965;"C1RL-AS1"
"ENSG00000256092.2";-4,00563482565085;-4,04766997403905;1,71914120592866;0,00305137681289111;0,539237065695965;"SBNO1-AS1"
"ENSG00000125999.11";-4,37749728929881;-4,51575093677254;0,23069517152412;0,00309004325299069;0,539237065695965;"BPIFB1"
"ENSG00000285884.1";-7,84301738040232;-30,024060977049;0,809946900409981;0,0030997293270453;0,539237065695965;"AL022345.12"
"ENSG00000232360.1";9,96064439091064;31,799115559124;1,14580283854158;0,0031209054701111;0,539237065695965;"AP000281.2"
"ENSG00000203883.7";6,67263203903673;7,35684445857508;-0,304680208141559;0,00313089233984454;0,539237065695965;"SOX18"
"ENSG00000235387.5";-6,70396832713205;-7,34279681715836;1,29898034282675;0,00318349594382921;0,539237065695965;"SPAAR"
"ENSG00000103528.17";-4,44796948530243;-4,57872831127169;1,08581703014491;0,00319668903248258;0,539237065695965;"SYT17"
"ENSG00000182652.4";7,96649429575873;31,1984344357721;0,4015217897569;0,0032202237231057;0,539237065695965;"OR4Q3"
"ENSG00000240005.6";-4,34426349385027;-4,39411695194521;1,63548852515879;0,00324076034780444;0,539237065695965;"STIM2-AS1"
"ENSG00000288558.2";-4,70771869559667;-4,88404949986501;0,93242863050919;0,003247679695928;0,539237065695965;"DUS4L-BCAP29"
"ENSG00000267446.1";-7,19029879560079;-30,0414860166508;-1,04431957993883;0,00325672397819227;0,539237065695965;"CTB-39G8.2"
"ENSG00000172482.5";6,6666196595441;7,29693392571121;0,890752829216487;0,00327955566860864;0,539237065695965;"AGXT"
"ENSG00000253530.2";-7,69998657819996;-29,6543486011697;0,210317439627921;0,00328195030124024;0,539237065695965;"RP11-103H7.3"
"ENSG00000145113.22";-3,38827421188679;-3,41131700190389;4,97038218158533;0,00331205200027073;0,539237065695965;"MUC4"
"ENSG00000179144.5";6,19203045147341;6,78194086040959;1,28297034769394;0,00331237780300085;0,539237065695965;"GIMAP7"
"ENSG00000151650.8";-6,44742856009227;-7,04861392652142;0,672992394924759;0,00332149544928195;0,539237065695965;"VENTX"
"ENSG00000167157.11";-6,3083191017037;-6,92860412047815;0,401479026246593;0,0033224039671057;0,539237065695965;"PRRX2"
"ENSG00000090975.14";3,18223369013221;3,20328040372007;1,46219154732573;0,00335699135562249;0,539237065695965;"PITPNM2"
"ENSG00000285669.1";-6,45964434341747;-7,12149868090904;0,881597408881824;0,00336667330117158;0,539237065695965;"RP11-51J9.7"
"ENSG00000167618.10";-4,79420800785349;-4,87509964159591;3,1853279736895;0,0033920717030919;0,539237065695965;"LAIR2"
"ENSG00000260007.3";7,26025144574916;29,5193467984369;-1,03032346409264;0,00343277828786912;0,539237065695965;"RP11-315D16.2"
"ENSG00000169903.7";-6,61617748357355;-7,02028223862796;1,64563154633425;0,00346063076484834;0,539237065695965;"TM4SF4"
"ENSG00000154914.17";-2,99791631264584;-3,01191487671278;2,50910277117334;0,00348087312537434;0,539237065695965;"USP43"
"ENSG00000211592.8";-2,27013509281327;-2,27598258400586;13,429840677267;0,00349156327693378;0,539237065695965;"IGKC"
"ENSG00000099999.15";-3,8656450032867;-3,95116112200694;1,10708879528906;0,00353490048737297;0,539237065695965;"RNF215"
"ENSG00000122711.9";-6,302257149324;-6,32195795346754;6,07236688294113;0,00353766603314842;0,539237065695965;"SPINK4"
"ENSG00000132429.10";4,95528325547377;5,03487298948214;1,68928501500755;0,00354180891634129;0,539237065695965;"POPDC3"
"ENSG00000169245.6";1,79462557951271;1,83077294287847;4,31225741115131;0,00360809236803212;0,539237065695965;"CXCL10"
"ENSG00000255171.7";-8,45442523856404;-29,5870061225661;0,155213988959331;0,00365647795965498;0,539237065695965;"LINC01499"
"ENSG00000258820.5";8,05169738026123;52,2275534956105;-0,0772092357419658;0,00366664606275769;0,539237065695965;"RP11-293M10.2"
"ENSG00000260917.1";-3,9861842136842;-4,10731684251887;0,21695944547986;0,00369651017634863;0,539237065695965;"RP11-57H14.4"
"ENSG00000102038.16";-6,47611663587831;-7,09868000726469;1,10648487855605;0,00369884714354549;0,539237065695965;"SMARCA1"
"ENSG00000272444.1";-7,21098828491246;-28,4918320321955;-0,503036716892327;0,00371538657430606;0,539237065695965;"RP11-1017G21.6"
"ENSG00000182141.10";3,5833167255818;3,6132971126356;1,43042172490477;0,00373391588404556;0,539237065695965;"ZNF708"
"ENSG00000228430.9";8,80007457378871;30,5544834024969;0,134570740072024;0,00374126575646403;0,539237065695965;"RP11-15B24.5"
"ENSG00000243836.5";4,98701172302849;5,34766652027985;-0,445333681861718;0,00380752606516215;0,539237065695965;"WDR86-AS1"
"ENSG00000273348.1";-7,02593982238758;-30,1040078586928;-1,16903786618751;0,00381876962811734;0,539237065695965;"RP11-535A5.1"
"ENSG00000258798.1";6,61564576323477;7,26065129126997;0,133065576624428;0,00382893628431013;0,539237065695965;"RP11-895M11.3"
"ENSG00000238102.2";8,61002877053031;30,553250346335;-0,175232442439165;0,00384233216276953;0,539237065695965;"RP11-19D2.1"
"ENSG00000263627.1";-7,63941460703761;-29,5063807628355;0,148045856826709;0,00392143007078532;0,546104384626903;"PPP4R1-AS1"
"ENSG00000196123.13";-3,81774695094966;-3,89736780220762;1,03612469973631;0,00395779712749552;0,546807687156048;"KIAA0895L"
"ENSG00000163684.12";-4,39018302786694;-4,46364324938253;1,93732695275858;0,00402002820846176;0,546807687156048;"RPP14"
"ENSG00000259536.5";-5,46906268678205;-6,08381627840888;-0,38696971226788;0,00404883154375548;0,546807687156048;"RP11-111A22.1"
"ENSG00000233384.3";7,15352181964152;29,5961178138173;-0,780270228983784;0,00407752640102541;0,546807687156048;"CNIH3-AS2"
"ENSG00000115290.10";-4,91686598214258;-5,07960599373393;0,748083923089593;0,0041048180047122;0,546807687156048;"GRB14"
"ENSG00000272476.1";-5,19955775148426;-5,47104809496159;-0,0678526812507794;0,00410770246648379;0,546807687156048;"RP1-191J18.66"
"ENSG00000286388.1";7,29251091889399;7,99608828256331;0,249167542980367;0,00413860935626536;0,546900611575387;"RP11-325I22.4"
"ENSG00000139567.13";-3,59076736630022;-3,60686098445469;3,14533669493033;0,00421720910246643;0,551992510002733;"ACVRL1"
"ENSG00000215067.10";-4,56721729905478;-4,64825187232633;1,40231561604836;0,00423812190070591;0,551992510002733;"ALOX12-AS1"
"ENSG00000188906.17";-4,25664582929345;-4,37270997322171;1,01316305634482;0,00435295196827773;0,558147178578713;"LRRK2"
"ENSG00000139329.5";-4,60674742329159;-4,70578755768774;2,08023715486554;0,00439070433685909;0,558147178578713;"LUM"
"ENSG00000234160.1";-6,96315825143192;-28,3943854539763;-0,993366259416114;0,0045198594629081;0,558147178578713;"RP11-613M10.6"
"ENSG00000260278.1";4,0974688562779;4,15745718196757;0,952627722614609;0,00452815642168749;0,558147178578713;"RP11-109G23.3"
"ENSG00000260041.5";8,0109563494324;8,69710153149408;0,848788228521058;0,00458892538604205;0,558147178578713;"RP11-355E10.1"
"ENSG00000185303.17";-6,04910136055582;-6,40654575849361;1,68780632867759;0,00470185278846846;0,558147178578713;"SFTPA2"
"ENSG00000129993.15";7,77041817517636;8,48034840107575;0,60305465480209;0,00476003123983218;0,558147178578713;"CBFA2T3"
"ENSG00000260896.6";-2,39154700853312;-2,3953518599828;3,38552662795238;0,00480380442143159;0,558147178578713;"ARLNC1"
"ENSG00000240045.2";5,86876813607509;6,04637058219926;1,48751563328262;0,00480670932857756;0,558147178578713;"STRIT1"
"ENSG00000224848.2";4,75824005689718;4,85960480495542;0,692947691905785;0,00482076645103943;0,558147178578713;"RP11-535M15.1"
"ENSG00000261167.1";-6,59176830122231;-7,19845837421151;0,875159318590679;0,00486526276124964;0,558147178578713;"RP11-517B11.7"
"ENSG00000232679.2";7,62592240528804;8,3665624392479;0,701859897432776;0,00491918095622021;0,558147178578713;"LINC01705"
"ENSG00000266947.1";5,15413616650501;5,40770956495657;-0,0399793188669467;0,00506508169318029;0,558147178578713;"RP11-799D4.4"
"ENSG00000162997.15";6,57321153456112;7,26926582278848;-0,299976668783841;0,00507288859474475;0,558147178578713;"PRORSD1P"
"ENSG00000135424.18";-6,03704321792572;-6,64870293308146;0,940783792965959;0,00512029385905545;0,558147178578713;"ITGA7"
"ENSG00000272195.1";6,2224893614962;6,89554017573427;0,100039781368061;0,00519022882136356;0,558147178578713;"RP11-156E8.1"
"ENSG00000258115.1";-6,84749256101255;-28,9206286718922;-1,20753091358839;0,00520208825289132;0,558147178578713;"RP11-89M22.3"
"ENSG00000257596.1";-7,46762483593867;-29,0570464199714;-0,230929465606883;0,00520248663583634;0,558147178578713;"SCAT2"
"ENSG00000137273.6";6,77147074950782;28,9829020787405;-0,651974314388482;0,00521775356972076;0,558147178578713;"FOXF2"
"ENSG00000205485.13";4,83863496156601;4,97982859539517;0,829675205723528;0,00522640235571403;0,558147178578713;"AC004980.7"
"ENSG00000272461.1";-6,05034228476405;-6,67301470531961;-0,611943739196718;0,00523007486491173;0,558147178578713;"RP11-689C9.1"
"ENSG00000130055.14";-5,52046087720999;-5,90471944046895;0,542486270861719;0,00528491505587626;0,558147178578713;"GDPD2"
"ENSG00000233382.7";-3,98114214864562;-4,04228884385038;1,34890155787503;0,00528918725263513;0,558147178578713;"NKAPP1"
"ENSG00000117479.15";3,0474406056654;3,05568841021305;3,04543750525541;0,0052904431019037;0,558147178578713;"SLC19A2"
"ENSG00000103249.18";-4,61441529554243;-4,74379633506733;1,24281719663783;0,00537937762799444;0,558147178578713;"CLCN7"
"ENSG00000286067.1";-5,10190594029299;-5,35732195201756;0,497124497871766;0,00538180992939092;0,558147178578713;"RP1-278C19.9"
"ENSG00000226803.9";5,40063352325992;6,03245036521725;-0,675000029419846;0,00538411490459185;0,558147178578713;"ZNF451-AS1"
"ENSG00000186051.7";-5,4864034398829;-6,11088628918038;-1,11633093121275;0,00541954107510125;0,558147178578713;"TAL2"
"ENSG00000286924.1";5,6219820782543;6,27895645192281;-1,10840295493284;0,00543876167666479;0,558147178578713;"RP11-379L21.1"
"ENSG00000184697.7";6,05669626370177;6,70513209442981;0,735407719520004;0,00550322441252462;0,558147178578713;"CLDN6"
"ENSG00000198915.12";-3,56630659925396;-3,62875672082343;1,46368331827728;0,00550382862594581;0,558147178578713;"RASGEF1A"
"ENSG00000267308.3";4,75752891142282;4,86035897406605;1,0313897670597;0,00556198111519789;0,558147178578713;"LINC01764"
"ENSG00000228437.5";6,34407419105524;6,75032492406943;0,509446768627651;0,0055662446986091;0,558147178578713;"LINC02474"
"ENSG00000227359.1";-6,72200261417875;-28,2425086792047;-0,709743185218053;0,0055700320517751;0,558147178578713;"AC017074.2"
"ENSG00000130649.10";-6,88863166462848;-28,2526831200017;-0,0624714929069419;0,00559049248139884;0,558147178578713;"CYP2E1"
"ENSG00000149295.14";-4,33344324911238;-4,52607745395348;-0,459520415538266;0,00565010707294139;0,558147178578713;"DRD2"
"ENSG00000250067.12";-6,84582847939369;-28,8174388164809;-0,335595189217213;0,00565860890172827;0,558147178578713;"YJEFN3"
"ENSG00000152926.15";-3,95266172049813;-4,00020573287497;1,86325807275247;0,00569094398717016;0,558147178578713;"ZNF117"
"ENSG00000138613.14";3,43984055050175;3,47559499752291;3,35961547071209;0,00571579702332439;0,558147178578713;"APH1B"
"ENSG00000268996.3";3,47120566165385;3,49125711761958;1,83516225606936;0,0057391979678428;0,558147178578713;"MAN1B1-DT"
"ENSG00000238133.6";-4,8009922922427;-5,10812587103265;0,278064322954899;0,00573985358237403;0,558147178578713;"MAP3K20-AS1"
"ENSG00000117152.14";7,71522283864185;9,22530444553502;1,5048920188642;0,00575806908726068;0,558147178578713;"RGS4"
"ENSG00000175287.19";-8,12475501742345;-29,8933138992781;0,466337438965017;0,0057632644206414;0,558147178578713;"PHYHD1"
"ENSG00000250827.1";-3,73181948446074;-3,82625586140179;0,453462630799015;0,00579502523402991;0,558147178578713;"MFSD4BP1"
"ENSG00000146021.15";-3,22066394026569;-3,26000839270779;1,05126946953219;0,00590267456981231;0,558147178578713;"KLHL3"
"ENSG00000181264.9";5,44938990004414;6,10991186329621;-0,0502832089527461;0,0059073439137196;0,558147178578713;"TLCD5"
"ENSG00000112981.5";-6,91770295192292;-7,5574027325055;1,94142799399682;0,00596263155856253;0,558147178578713;"NME5"
"ENSG00000213590.2";-5,30915744184304;-5,89734216872771;-0,693404741358355;0,00601949511478934;0,558147178578713;"RP11-229P13.2"
"ENSG00000138100.14";-7,84172103538811;-29,8773465560757;0,604915109739816;0,0060386082613934;0,558147178578713;"TRIM54"
"ENSG00000162896.6";-4,09998902745855;-4,10337610821064;10,1396947545262;0,00607521603441823;0,558147178578713;"PIGR"
"ENSG00000277151.1";-6,38383676969928;-7,06136443260269;-0,000971993807589371;0,00607689880447045;0,558147178578713;"RP11-380B4.3"
"ENSG00000168878.19";-5,73449474143703;-6,0784778718205;1,29070015755164;0,00608236663062953;0,558147178578713;"SFTPB"
"ENSG00000235618.8";-4,36402242541124;-4,44826135060511;1,11907836935945;0,00608817898381466;0,558147178578713;"FAM21EP"
"ENSG00000091138.13";2,95094052272933;2,95277833971761;7,25696695463101;0,00611569666916196;0,558147178578713;"SLC26A3"
"ENSG00000116701.15";3,5503983570374;3,57899699116022;1,8577415537413;0,00612162512674187;0,558147178578713;"NCF2"
"ENSG00000137872.17";-5,46900237628267;-5,79696073868797;0,874280120463279;0,0061318768253618;0,558147178578713;"SEMA6D"
"ENSG00000196427.14";-5,76382337103321;-6,36411167028651;-0,291455116113964;0,0061430615225668;0,558147178578713;"NBPF4"
"ENSG00000160551.12";-1,83037259788936;-1,83042771487327;10,0677793725963;0,00615148542943633;0,558147178578713;"TAOK1"
"ENSG00000234129.8";-7,86320639709792;-29,7933791988055;-0,220143678805848;0,00621759613343729;0,558147178578713;"RP11-120D5.1"
"ENSG00000120334.16";-3,15181126977174;-3,16256765380935;2,29923711460591;0,0062426174372341;0,558147178578713;"CENPL"
"ENSG00000175482.9";-3,42082255200813;-3,47277883744718;0,771854021114238;0,00628586165886923;0,558147178578713;"POLD4"
"ENSG00000163879.11";-6,99804605114029;-28,6696924161755;0,151680506050975;0,00629154955813256;0,558147178578713;"DNALI1"
"ENSG00000279281.1";-3,79294564193513;-3,92306914805563;0,704452839942124;0,0063175638111972;0,558147178578713;"RP11-226M10.3"
"ENSG00000039987.7";-4,12793371351769;-4,44345774155224;-0,188283328547754;0,00634113873490323;0,558147178578713;"BEST2"
"ENSG00000287318.1";-6,56765239865369;-26,9208699630632;0,435672547040137;0,00636911484825323;0,558147178578713;"RP11-55P9.1"
"ENSG00000259915.2";-7,16116378107122;-28,8644766286666;0,203527294266781;0,00637668572593919;0,558147178578713;"RP11-410E4.1"
"ENSG00000114113.6";-3,85529816802642;-3,87089927825402;3,01776508976907;0,0064009596170549;0,558147178578713;"RBP2"
"ENSG00000224464.2";-6,85340355161761;-28,3991707909022;-0,414860373444418;0,00645251696189691;0,558147178578713;"PGAM1P6"
"ENSG00000278192.1";-5,40598031327771;-5,78310750203701;0,182386455480694;0,0064578140810031;0,558147178578713;"RP5-1056H1.2"
"ENSG00000166165.13";-2,31784999085272;-2,31820762177863;9,54651574871626;0,00646816855173876;0,558147178578713;"CKB"
"ENSG00000215182.8";-7,91554855525007;-29,001670512495;1,4047657307569;0,00653729251344099;0,558147178578713;"MUC5AC"
"ENSG00000233554.6";4,40524822981321;4,46021974676377;1,89616547704425;0,00662824320569498;0,558147178578713;"B4GALT1-AS1"
"ENSG00000188828.13";-5,30327116903195;-5,90171822753322;-0,893131867405617;0,00667222462850283;0,558147178578713;"GLRA4"
"ENSG00000100867.15";5,10182121973935;5,1751924559335;2,81982205264947;0,00668867253450525;0,558147178578713;"DHRS2"
"ENSG00000279863.1";-7,88703056038227;-29,6758753746408;-0,243382190391028;0,00679942155685661;0,558147178578713;"RP11-521C22.2"
"ENSG00000181045.15";-2,98904370208592;-3,00362078451977;1,86534181746857;0,00683153924307328;0,558147178578713;"SLC26A11"
"ENSG00000036448.10";-5,1362983327905;-5,48089657057153;0,107438674233479;0,00685740135231281;0,558147178578713;"MYOM2"
"ENSG00000173110.8";2,71372277829773;2,72390666421457;5,8744489826359;0,00688686549781515;0,558147178578713;"HSPA6"
